"ebint","ebhex","depth","area","longitude","latitude"
2305730,"0x232ec2",5.4,294321,14.5606602,63.6838132
3066375,"0x2eca07",6,364558,18.4561562,63.6607488
13970210,"0xd52b22",4.6,207944,15.7467287,63.6899263
2937581,"0x2cd2ed",15.5,2393267,17.4187946,63.7680867
10683614,"0xa304de",8.1,661822,13.7132786,63.2218821
16403041,"0xfa4a61",2.5,64523,12.9521911,64.028981
1364321,"0x14d161",4.5,200884,20.0046028,64.1497012
10366009,"0x9e2c39",6.9,472809,17.0689273,64.1940636
418587,"0x6631b",5.4,289841,17.4628463,64.1920469
15193752,"0xe7d698",8.2,679094,15.0348234,64.1927599
8810450,"0x866fd2",1.7,27453,19.6476662,64.1493045
2664463,"0x28a80f",8,632983,18.0624802,64.2099039
6443044,"0x625024",6.2,387685,17.9730347,63.6751267
13077622,"0xc78c76",16.1,2588705,14.6550723,63.6980353
16202463,"0xf73adf",11.1,1230755,16.6417763,63.6778673
11749120,"0xb34700",2.5,61599,15.5653246,63.6542028
12373285,"0xbccd25",8,646613,17.3805397,63.6498557
1828173,"0x1be54d",8.9,795070,14.256951,63.8026535
2297594,"0x230efa",3.9,154214,16.2080772,63.78784
9192011,"0x8c424b",11.2,1263548,12.5300141,63.7713793
14883225,"0xe31999",5.7,330133,18.6265806,63.7042925
16423288,"0xfa9978",2.5,60748,14.5114463,63.778475
12295366,"0xbb9cc6",7.9,619444,13.278936,63.3974071
10846644,"0xa581b4",10.2,1050171,18.2142958,63.3999264
5939242,"0x5aa02a",6.5,424764,17.3825904,63.2951296
7040094,"0x6b6c5e",2.5,64502,14.4042462,63.3024111
11584813,"0xb0c52d",4.2,174929,15.4148921,64.1822522
3028813,"0x2e374d",10.4,1088183,16.9258061,64.176678
9176389,"0x8c0545",4.7,216314,14.9915594,64.1163432
8573854,"0x82d39e",1.4,20841,19.3692777,64.062916
2399772,"0x249e1c",8.6,741079,14.9427068,64.1000447
6634578,"0x653c52",3.3,111795,16.9817358,64.1324811
14912861,"0xe38d5d",3,92197,14.8485574,64.1230184
255354,"0x3e57a",11,1218488,14.6407313,64.1831509
13500907,"0xce01eb",8,635206,17.7207372,64.1645695
11326380,"0xacd3ac",3.9,148254,14.9448025,64.2034134
16190868,"0xf70d94",3.4,113314,17.4869283,64.1578514
14598289,"0xdec091",9.9,975698,18.0295721,64.1490389
13674024,"0xd0a628",2.4,56572,14.2509655,64.2147589
9928485,"0x977f25",8.9,796787,17.418778,64.2252497
2015204,"0x1ebfe4",5,249820,14.7713411,64.2095768
11914627,"0xb5cd83",3.5,121403,16.4005147,63.8826049
2370243,"0x242ac3",6.3,397137,19.3658664,63.967172
10953462,"0xa722f6",7.1,505253,13.8999847,63.6078232
11395849,"0xade309",4,156588,12.3898168,63.5779984
10015062,"0x98d156",11,1214744,12.6326249,63.7151753
12354238,"0xbc82be",7.5,565365,16.6433018,63.7387207
3679679,"0x3825bf",6.9,472713,18.8613932,63.7531478
7890306,"0x786582",13.3,1768861,19.0089836,63.3759012
10007421,"0x98b37d",8.3,691949,17.6472656,64.0285628
15323752,"0xe9d268",9,817906,16.0616068,64.0867432
5421911,"0x52bb57",2.7,72583,16.4910528,64.0608264
14099336,"0xd72388",9.9,990004,14.8526671,64.0796845
5201814,"0x4f5f96",1.8,33823,16.0541494,64.1511784
4157135,"0x3f6ecf",8.6,743972,16.9906193,63.9450242
1229024,"0x12c0e0",2.7,70816,17.8292392,63.9145556
3817609,"0x3a4089",11.5,1328810,17.43954,63.9505555
11995241,"0xb70869",1.8,32847,19.0620711,63.992116
11605629,"0xb1167d",11.6,1355990,14.278051,64.0325849
4434450,"0x43aa12",3.4,116477,19.2883795,63.9444973
11586995,"0xb0cdb3",2.7,70666,16.7532778,63.9767806
13503147,"0xce0aab",4.3,187486,16.2439513,63.9832279
535541,"0x82bf5",7.9,626424,14.3137093,63.9844629
11032793,"0xa858d9",6.4,415654,13.5908396,63.9654574
2384243,"0x246173",9.5,903072,13.7360502,63.9846161
9798163,"0x958213",4.9,242645,20.4620155,63.7933284
11881662,"0xb54cbe",3.8,141033,13.4738016,63.9522671
4078442,"0x3e3b6a",6.8,468882,13.6763501,63.9551258
5199853,"0x4f57ed",5.7,326415,17.3584443,63.9470875
16131925,"0xf62755",4.5,204495,16.4281344,63.8589432
9833065,"0x960a69",3,88154,15.3723955,63.8610589
7582640,"0x73b3b0",4.9,242737,19.9493569,63.8420582
12828849,"0xc3c0b1",3.3,106974,13.1263116,63.7760872
8897527,"0x87c3f7",6.6,435846,19.2991178,63.7579447
1117410,"0x110ce2",3.4,115241,18.3437588,63.7801249
8210162,"0x7d46f2",2.5,64896,19.1892354,63.7575594
3883724,"0x3b42cc",7,496813,18.3748124,63.7733775
5032578,"0x4cca82",5,249484,17.6788289,63.8242219
12922113,"0xc52d01",8.7,751570,14.7771564,63.8483007
11817887,"0xb4539f",7.5,567270,16.6538642,63.8427386
13254267,"0xca3e7b",2.3,53156,13.8717009,63.8305996
14891597,"0xe33a4d",3.3,111140,18.616266,63.796202
6630506,"0x652c6a",5.2,272582,16.0048288,63.819934
15803330,"0xf123c2",2.6,67784,12.7819,63.7993494
11349146,"0xad2c9a",2.2,49263,12.8990197,63.8007331
6814412,"0x67facc",4.1,170371,19.1590837,63.7321417
535050,"0x82a0a",3.1,93617,19.251948,63.7228571
9868180,"0x969394",12.2,1490849,18.0088143,63.3332724
3750619,"0x393adb",7.8,611712,17.4708993,63.3409513
12019964,"0xb768fc",10.5,1112050,18.8862822,63.328237
9729538,"0x947602",8.9,791922,19.0125082,63.5494818
13220991,"0xc9bc7f",8.8,777017,13.4013312,63.9291603
6421718,"0x61fcd6",10.3,1058680,13.7134496,63.6434908
1667259,"0x1970bb",3.4,113108,16.7315107,63.6725418
2948915,"0x2cff33",2.5,62244,15.1639705,63.720603
15317800,"0xe9bb28",12.3,1504264,15.0715037,63.730799
6177087,"0x5e413f",8.5,723777,15.6476397,63.7261462
5869872,"0x599130",4,159797,18.1203766,63.6103638
3727242,"0x38df8a",6,357587,18.5663551,63.5753069
11445247,"0xaea3ff",10.6,1116773,17.6634425,63.6150233
7742581,"0x762475",8.1,650527,15.5111908,63.623985
9925014,"0x977196",6.6,429089,12.2399622,63.6145178
13727781,"0xd17825",2.9,83621,17.8995332,63.6481522
12083578,"0xb8617a",6.1,368961,16.3387207,63.6623575
5661108,"0x5661b4",14,1954197,12.7318566,63.6141533
5542937,"0x549419",11,1210952,16.9308393,63.6394994
10422211,"0x9f07c3",6.5,422971,17.9427928,63.7408313
2042963,"0x1f2c53",4.1,170505,17.4086254,63.7291946
3575944,"0x369088",5.1,256997,13.319393,63.7061873
4056754,"0x3de6b2",4.2,175582,19.3058718,63.6977667
16591367,"0xfd2a07",2.4,57363,12.4746933,63.3674706
2858657,"0x2b9ea1",6.3,398082,15.7360617,63.4050508
16676199,"0xfe7567",10.2,1044802,15.3868441,63.3718965
8669793,"0x844a61",5.6,312776,13.5649902,63.2724994
8857802,"0x8728ca",3,89108,16.0776376,63.3476974
4204609,"0x402841",10.4,1086931,13.3353733,63.5760544
11259065,"0xabccb9",10.4,1088869,17.7101798,63.5938271
284410,"0x456fa",11.6,1342126,15.7532561,63.4780908
2496981,"0x2619d5",8.6,746653,18.480917,63.463567
12523144,"0xbf1688",6.1,374464,13.4644733,63.2429231
9229984,"0x8cd6a0",2.7,75097,17.4906028,63.3844027
8396116,"0x801d54",3.1,93779,12.7468672,63.3957903
15214004,"0xe825b4",6.2,380285,16.1976909,63.432036
5311468,"0x510bec",8.2,676528,12.3514037,63.3663599
298259,"0x48d13",3.6,131872,16.645881,63.4080815
3334255,"0x32e06f",7.5,569672,15.6069964,63.3548052
2839224,"0x2b52b8",5.2,274366,17.3325367,63.3265416
9749679,"0x94c4af",4.9,242214,16.225498,63.5548455
14975947,"0xe483cb",3.1,97724,12.5963865,63.5125347
4963256,"0x4bbbb8",5.4,293461,13.1900934,63.5290877
8803139,"0x865343",9,813972,19.6128552,63.5174591
15790657,"0xf0f241",3.1,94571,13.5830066,63.5021225
5865445,"0x597fe5",4.8,231714,14.5282159,63.5854915
8748167,"0x857c87",8.5,722738,13.3662323,63.5552629
7815499,"0x77414b",8.6,734933,14.0291103,63.4485982
4264351,"0x41119f",10.2,1039662,16.0244775,63.4980086
10389099,"0x9e866b",14.1,1979920,17.2518381,63.4818627
798005,"0xc2d35",3.8,147360,12.8890508,63.1588276
13541328,"0xce9fd0",8.6,739523,18.347253,63.1743828
2045916,"0x1f37dc",11.1,1226318,16.7147492,63.186338
2351458,"0x23e162",7.3,538187,17.9624576,63.2444409
13619234,"0xcfd022",7.7,600094,18.5966166,63.2307745
8687151,"0x848e2f",8,641368,13.419307,63.6876068
183992,"0x2ceb8",1.5,23111,12.0696343,63.3208763
12251940,"0xbaf324",11.3,1269297,12.8985701,63.2846152
13860193,"0xd37d61",3.8,145971,15.4991456,63.3300449
527052,"0x80acc",1.4,19521,12.3916161,63.2698188
12668907,"0xc14feb",2.5,63780,12.0476029,63.3080541
665718,"0xa2876",1.4,19194,13.521996,63.3708378
13036331,"0xc6eb2b",1,9979,15.3252326,63.4089234
8149508,"0x7c5a04",1.2,13862,17.2681715,63.4170031
11096779,"0xa952cb",1,10716,12.7074776,63.9442327
8055107,"0x7ae943",2,38607,18.3319296,63.3694881
15216748,"0xe8306c",1.4,19011,19.1711857,63.3296108
4437971,"0x43b7d3",1,10675,18.8068024,63.4047235
4724836,"0x481864",1.4,20747,18.0677152,63.5332433
7332230,"0x6fe186",2.1,43834,18.0718071,63.5108897
12221918,"0xba7dde",1.7,27635,17.8592325,63.5126234
16089450,"0xf5816a",1.2,15071,17.9883273,63.5269778
16772966,"0xffef66",1.6,24810,12.5213113,63.7435854
14861103,"0xe2c32f",1.1,11220,12.3763027,63.7399809
1938191,"0x1d930f",1,10266,12.6537004,63.7297883
5322297,"0x513639",1.3,16771,13.7863575,63.9434895
4019403,"0x3d54cb",1,9502,14.4825979,63.9862631
16566781,"0xfcc9fd",1.2,13672,14.3884975,63.9719269
16047889,"0xf4df11",1.5,21915,12.937424,63.7189288
13720080,"0xd15a10",1.5,21557,15.0687328,63.9116097
14055545,"0xd67879",1.1,11419,16.1450946,63.6907357
14593361,"0xdead51",1.1,12586,14.0324471,63.7158033
216917,"0x34f55",0.9,8604,14.0378688,63.7144859
689217,"0xa8441",1.3,17846,14.0511216,63.7044747
12390501,"0xbd1065",1,9479,14.355508,63.6286085
894163,"0xda4d3",1.2,15337,14.4470389,63.8376773
4056074,"0x3de40a",2,38854,18.8214211,63.9102919
14906910,"0xe3761e",2.1,45336,15.5632667,63.6476998
14434009,"0xdc3ed9",1.2,14862,14.4114513,63.6350619
2333124,"0x2399c4",0.9,8143,16.1975596,63.821695
12752897,"0xc29801",1.7,28401,15.0449309,63.8193568
13713784,"0xd14178",1.8,31657,17.618406,63.8406877
5376514,"0x520a02",1.5,23711,16.5759551,63.7628981
9612126,"0x92ab5e",1.8,32432,20.3991331,63.7246179
7357844,"0x704594",1.5,21124,19.9448062,63.6631525
2177782,"0x213af6",1.8,30780,19.6364488,63.6707969
13662599,"0xd07987",1.4,19256,16.9702264,63.6022947
3374199,"0x337c77",1.7,27885,17.7515916,63.7480775
16089512,"0xf581a8",1.4,18839,18.839165,63.5731427
12997751,"0xc65477",0.8,6455,19.2332273,63.7484228
1796559,"0x1b69cf",1,10834,20.1544406,63.670786
12193316,"0xba0e24",1.3,17847,14.6890513,64.2032432
8296355,"0x7e97a3",1.1,11853,15.0463539,64.1286783
11523259,"0xafd4bb",1.6,26132,14.1812476,64.220645
15089085,"0xe63dbd",1.4,18891,14.6574177,64.0384177
2433820,"0x25231c",1.5,23479,14.4577891,64.0439155
391043,"0x5f783",0.9,8745,16.3685629,64.1896542
2192460,"0x21744c",0.9,7732,16.6479847,64.2358817
14240053,"0xd94935",3.2,104636,18.6352887,63.8557901
11145491,"0xaa1113",4,160073,20.921665,63.753966
6099590,"0x5d1286",14.5,2104296,15.6810793,65.9618056
330065,"0x50951",3.3,111674,15.2456962,66.1390018
3039707,"0x2e61db",4.6,216002,14.3877586,64.7381178
4558058,"0x458cea",3.8,145669,19.253225,64.7056067
7103960,"0x6c65d8",4.3,188855,18.3591185,65.1581773
13945713,"0xd4cb71",9.8,956545,18.3220191,65.1686189
281041,"0x449d1",3.4,112247,16.4087009,66.0409401
5444333,"0x5312ed",11.7,1358868,15.0286949,66.1042117
4215152,"0x405170",2.8,78220,16.145706,66.1337307
14811470,"0xe2014e",1.8,32412,16.3209573,66.2055831
5445030,"0x5315a6",5.7,329838,16.2062063,66.1559925
1320375,"0x1425b7",4.8,233916,15.4953744,66.2420255
8877022,"0x8773de",5.9,347380,16.7295774,66.2304329
2817523,"0x2afdf3",3.3,106653,16.7063483,66.3106431
1699987,"0x19f093",3.6,130320,16.6540934,66.2849144
15612825,"0xee3b99",8.9,792943,15.7526133,66.3638109
16608746,"0xfd6dea",10.7,1153482,15.8513761,66.3384604
11754969,"0xb35dd9",7.8,611895,17.2769847,65.4850889
7921023,"0x78dd7f",4.7,220812,19.2394748,64.4107655
12656161,"0xc11e21",2.7,70333,15.1677711,64.4458609
14885274,"0xe3219a",1.8,33034,15.7970612,64.8632856
8602451,"0x834353",6.3,398632,16.7453136,64.9210411
9080230,"0x8a8da6",12.3,1510839,17.1131175,64.9144931
12907104,"0xc4f260",6.1,368164,15.5334428,66.5093074
9274477,"0x8d846d",5.5,300317,15.8143576,66.5018617
12964726,"0xc5d376",9.5,910385,18.0033501,64.6633689
16274460,"0xf8541c",7.2,517719,15.9432328,65.7760056
6578269,"0x64605d",8.3,686485,16.4667013,65.8281477
128036,"0x1f424",6.4,404379,18.0013389,65.3245851
13926086,"0xd47ec6",3.9,155577,16.5083008,65.3322551
3490913,"0x354461",7.6,580253,17.1480419,65.3247451
4187876,"0x3fe6e4",11.5,1328552,17.8270728,65.4547896
2403405,"0x24ac4d",6.1,373094,16.6106004,65.4489733
10867979,"0xa5d50b",6.1,371571,16.6151033,65.4749316
12928216,"0xc544d8",7.8,611165,15.3910576,65.4370741
11805911,"0xb424d7",7.9,616752,14.8894308,65.7839522
6152305,"0x5de071",11.3,1287043,16.4665572,66.0137594
5154745,"0x4ea7b9",3.3,110865,16.0581463,66.0225321
15010940,"0xe50c7c",8.6,744424,17.2024783,64.9460894
8585248,"0x830020",3.2,103368,15.867919,65.9061347
10512821,"0xa069b5",10.9,1192752,17.0135976,65.8880396
3732922,"0x38f5ba",2.9,86917,16.7467738,65.8948035
14351064,"0xdafad8",6.1,370050,17.4362316,65.8377406
14483954,"0xdd01f2",8.1,648944,15.8902273,65.9691622
12745768,"0xc27c28",3.4,117358,16.2931993,65.9941393
12779294,"0xc2ff1e",3.9,154227,15.9946743,65.9201857
8980206,"0x8906ee",2.3,54408,15.6654409,65.9198758
8066337,"0x7b1521",3.2,104697,15.7371473,64.9562298
14610020,"0xdeee64",7.1,501847,17.9051402,64.939937
14266322,"0xd9afd2",10.7,1145050,16.0970638,65.4025907
15794413,"0xf100ed",1.7,29708,14.8846867,65.4678942
1718736,"0x1a39d0",9.3,867047,16.7619424,65.4180222
90144,"0x16020",3.9,154722,15.4138931,64.641938
16565525,"0xfcc515",9.8,965487,16.8138699,64.6411703
11456266,"0xaecf0a",3,92433,19.3526674,64.5627149
2320492,"0x23686c",13.2,1744107,16.676855,64.7076415
9072700,"0x8a703c",7.3,539290,18.5881753,64.6792499
7493345,"0x7256e1",6.9,479020,15.9613835,65.6962339
7803885,"0x7713ed",4.5,200534,16.9144944,65.7123467
8950649,"0x889379",9.4,875803,16.1758893,65.7062233
8870457,"0x875a39",6.9,473935,15.2907919,65.6579356
1888457,"0x1cd0c9",6.1,371558,16.842438,65.733733
12293790,"0xbb969e",4.6,211717,16.8380014,65.7437823
15919257,"0xf2e899",9.6,928408,16.8217085,65.7209407
12745966,"0xc27cee",5.7,322496,16.1736936,65.5228707
10763903,"0xa43e7f",8.7,755690,18.0281615,65.5969936
8415033,"0x806739",3.6,131511,14.8616885,65.618409
14937450,"0xe3ed6a",7.5,559919,14.9444656,65.6104037
6734275,"0x66c1c3",7.6,574564,16.2640791,65.6149619
1623143,"0x18c467",4.3,184631,16.8743484,65.5940196
13542942,"0xcea61e",4.2,175603,15.6213833,64.8635184
12097466,"0xb897ba",6.4,414284,15.887312,64.8662629
1849043,"0x1c36d3",10.5,1092407,14.9596376,65.8308069
13863666,"0xd38af2",9.9,985499,16.9597227,64.2969779
16676292,"0xfe75c4",3.9,149517,15.2496507,64.3019826
3660398,"0x37da6e",10.3,1062137,17.9464948,65.3173359
9411274,"0x8f9aca",8,641167,15.3888849,65.1488754
7094100,"0x6c3f54",2.8,80884,17.6124301,65.2509624
2510150,"0x264d46",14,1951134,16.2613293,65.3584419
7598815,"0x73f2df",4.8,234746,16.9996477,65.360134
14081783,"0xd6def7",3.2,104562,14.571715,65.361464
13285523,"0xcab893",9.2,846063,17.3532374,65.3437287
7798237,"0x76fddd",5.1,263074,16.0022967,65.3500884
6891282,"0x692712",2.3,54005,16.586895,65.3027488
15233855,"0xe8733f",4.6,214326,16.2700772,65.3038393
6558939,"0x6414db",3,88041,14.5393529,65.3040993
7865619,"0x780513",3.3,111598,16.1454221,65.3276349
13382938,"0xcc351a",7.6,573599,14.7669654,65.3205112
14172278,"0xd84076",3.3,108285,16.6525823,65.3923607
9223703,"0x8cbe17",5.8,339312,15.9681362,65.1509855
8983197,"0x89129d",10.2,1044136,18.5200705,65.1239121
12276163,"0xbb51c3",4.6,211148,17.5340233,65.1321292
521394,"0x7f4b2",9.5,898069,16.0785593,65.1491586
16445918,"0xfaf1de",8.5,714283,17.2339384,65.1378816
15960847,"0xf38b0f",7.3,528358,16.4873928,65.2927682
14549388,"0xde018c",10.5,1112132,16.262422,65.2882439
8476433,"0x815711",7.2,514278,14.872096,65.279176
2417220,"0x24e244",13,1692148,17.5295228,65.2156962
12266810,"0xbb2d3a",4.8,228734,15.8197217,65.2285079
10787497,"0xa49aa9",7,485728,16.5485238,65.225002
5835027,"0x590913",1.9,36265,14.795105,65.5429124
3905357,"0x3b974d",13.6,1842059,17.6324121,65.5488834
11615968,"0xb13ee0",10,1008466,14.7002304,65.5718375
5873089,"0x599dc1",9.3,867957,17.2407072,65.5748925
11187672,"0xaab5d8",6.5,417644,15.675158,65.5778601
7240467,"0x6e7b13",4.3,183935,19.8749494,64.4650501
7037539,"0x6b6263",1.8,32449,14.2585761,64.5167913
14654508,"0xdf9c2c",4.2,177197,16.4297811,64.7573549
11436214,"0xae80b6",11.2,1245578,14.1443948,64.8358819
5095700,"0x4dc114",6.6,433518,18.9714787,65.0826446
5577967,"0x551cef",3.3,108970,18.0932377,65.0970946
610901,"0x95255",10.4,1089305,16.2503216,64.8752703
5329016,"0x515078",13,1696356,18.3190173,64.9129552
4207862,"0x4034f6",11,1202198,14.4511742,64.9594603
6840554,"0x6860ea",8.8,779731,14.1408325,64.9498854
11053557,"0xa8a9f5",1.9,35344,19.1079981,64.9061009
2123859,"0x206853",3.8,147139,16.7045446,64.889592
6785728,"0x678ac0",4.9,244750,18.4549641,64.8715586
11853220,"0xb4dda4",10.1,1029968,19.2943683,64.8516966
4101450,"0x3e954a",3.8,143674,17.4137893,64.8734633
11212893,"0xab185d",3.4,117853,18.7544741,64.8876278
8131305,"0x7c12e9",7.4,544370,17.0187414,64.9011348
10636974,"0xa24eae",10.9,1188776,19.7901509,67.2400429
1455676,"0x16363c",11.2,1246974,19.2868413,67.1373429
11593165,"0xb0e5cd",7.7,592248,18.6769959,64.9883562
12605356,"0xc057ac",2.8,77624,16.2033248,65.016864
5880862,"0x59bc1e",10.6,1125293,15.8570215,65.0001907
1061851,"0x1033db",11.5,1323802,17.7070131,64.9937973
15598394,"0xee033a",3.9,148739,18.1771955,64.9475557
529774,"0x8156e",10.6,1125400,19.0594426,64.9350073
13669211,"0xd0935b",14.7,2173331,14.7022455,64.9900931
4567921,"0x45b371",2,38683,14.3609609,65.0796568
7069211,"0x6bde1b",11.3,1282415,18.06483,65.0589811
11629064,"0xb17208",7.8,600691,14.3698475,65.0850639
6028464,"0x5bfcb0",5.4,293414,16.1017683,65.0640343
16027638,"0xf48ff6",8.3,694036,17.2651424,65.0760923
15766496,"0xf093e0",2.1,44030,14.3747493,65.0671705
9649410,"0x933d02",6.6,435367,18.0368225,65.083031
1220989,"0x12a17d",9.5,905035,17.3437093,65.031648
2994317,"0x2db08d",5.3,285114,18.2385318,65.0188897
11225327,"0xab48ef",2.4,56162,14.4808798,65.0353196
16396678,"0xfa3186",7.9,616252,14.625924,65.0350852
2195661,"0x2180cd",15.9,2518525,14.2018638,65.0281859
2473526,"0x25be36",9.9,987824,18.1567708,65.0286376
4517525,"0x44ee95",2.2,46241,17.4237542,64.6179789
16231852,"0xf7adac",3.7,136418,18.869653,64.5946889
12473465,"0xbe5479",6.2,382103,13.9999415,64.617553
13667153,"0xd08b51",4.3,184024,18.2481552,64.5989843
4294350,"0x4186ce",4.4,191947,16.3983131,64.6221465
16333823,"0xf93bff",9.6,913640,14.8493527,64.6493271
7434450,"0x7170d2",4.4,197297,18.385286,64.6287155
2198305,"0x218b21",10.9,1184442,19.6379848,64.6043428
16187193,"0xf6ff39",7.8,609324,16.7925974,64.6345585
3582066,"0x36a872",11.4,1302178,14.6418071,64.7138281
5827270,"0x58eac6",11.7,1358113,19.1690706,64.6466158
4822483,"0x4995d3",2.1,45642,19.6783725,64.6198925
6847821,"0x687d4d",2.3,50864,17.8545774,64.6836483
12446133,"0xbde9b5",14.1,2000550,17.4666603,64.6793307
4867939,"0x4a4763",5.6,318715,18.415242,64.8091682
3290907,"0x32371b",6.2,390249,18.3851285,64.81522
959478,"0xea3f6",3.2,100634,19.2623399,64.7916423
14822556,"0xe22c9c",8.3,682314,17.9796386,64.8248225
15354404,"0xea4a24",12.4,1546121,18.0428789,64.7939562
4156598,"0x3f6cb6",4,158568,14.1161021,64.7640927
11734111,"0xb30c5f",5.6,311262,15.2011939,64.761921
7543673,"0x731b79",7.6,583449,18.0594151,64.7471622
13864043,"0xd38c6b",5,254513,18.47542,64.7904996
13862929,"0xd38811",5.8,338135,15.4715208,64.809937
16732272,"0xff5070",2.3,54515,18.9750491,64.7701899
1991842,"0x1e64a2",8.3,680819,15.2612493,64.8030361
12887121,"0xc4a451",4.6,209596,19.4326883,64.7454197
13662843,"0xd07a7b",10.8,1158684,16.3440887,64.7820101
3714511,"0x38adcf",5.6,312704,18.8364035,64.7676544
9683637,"0x93c2b5",4,162317,18.2466581,64.7743355
12830114,"0xc3c5a2",3,92028,19.1576654,64.4051741
5126046,"0x4e379e",3.1,94833,14.0243444,64.6074015
11613533,"0xb1355d",9.8,958198,14.3322355,64.5879994
16582712,"0xfd0838",7.6,571022,18.3855803,64.5637832
7971462,"0x79a286",4.1,164730,17.2352802,64.4646056
1267534,"0x13574e",11.3,1287703,19.5152641,64.460448
10312065,"0x9d5981",4.4,192680,17.4732154,64.4818844
5966589,"0x5b0afd",2.5,63186,17.9418747,64.4861474
6365092,"0x611fa4",3.2,104373,18.3651334,64.4636113
3556473,"0x364479",1.8,33044,14.4358233,64.5472867
945703,"0xe6e27",4,157620,14.9858591,64.5512675
2763583,"0x2a2b3f",2.4,55481,14.4338133,64.5537039
7001939,"0x6ad753",6.3,398183,19.9082044,64.5166754
10076239,"0x99c04f",5.5,297362,14.5144534,64.5700125
2983248,"0x2d8550",3,87788,18.0643965,64.5494026
10786330,"0xa4961a",3.4,116940,14.4773235,64.5607289
10422472,"0x9f08c8",3.6,131967,15.2185292,64.5689191
1342131,"0x147ab3",13.7,1886195,19.4687707,64.5138901
11932420,"0xb61304",3.4,116856,13.9417686,64.5008684
4916059,"0x4b035b",12.4,1531184,15.3288519,64.548077
8995662,"0x89434e",6.7,452555,16.8615477,64.250621
9392154,"0x8f501a",11.1,1229390,17.8113391,64.2698201
14890362,"0xe3357a",9.1,834247,17.5240402,64.2850914
8551277,"0x827b6d",3.7,134969,19.957868,64.220747
12330873,"0xbc2779",7.6,571645,17.9112225,64.2684822
9981947,"0x984ffb",10.4,1073417,14.9064919,64.2490698
9037873,"0x89e831",6,355997,18.0261831,64.2354649
5624635,"0x55d33b",2.6,65399,20.2627485,64.3009764
4041834,"0x3dac6a",15.3,2342756,16.2442353,64.3088261
9230846,"0x8cd9fe",13.3,1769806,17.6613616,64.3033409
11559649,"0xb062e1",2.9,81794,17.5031064,64.3053148
2769360,"0x2a41d0",2.7,73488,15.0269648,64.3205361
1964080,"0x1df830",8.3,693519,14.5893401,64.3064853
4301727,"0x41a39f",10.9,1184853,17.8662143,64.3206022
10221895,"0x9bf947",2.7,73146,15.3019958,64.3311241
12264054,"0xbb2276",4.8,233121,16.580774,64.3310854
12413059,"0xbd6883",9.8,959335,16.1730414,64.3249163
15325453,"0xe9d90d",7.9,625685,18.8077777,65.7724556
16547349,"0xfc7e15",15.9,2542949,18.811303,65.977119
12678070,"0xc173b6",8.1,648458,17.6920013,66.7369078
5020740,"0x4c9c44",7.4,554732,16.559961,66.746752
14100296,"0xd72748",4.5,206316,23.5503373,66.5550556
12038428,"0xb7b11c",2.6,67561,20.9149574,66.6610428
10357446,"0x9e0ac6",6.4,409906,16.8374408,66.7770476
4017046,"0x3d4b96",8.8,782902,18.1969894,66.7641097
1902446,"0x1d076e",6.1,375819,14.4740169,65.2838452
14507408,"0xdd5d90",2.1,45964,16.1423764,66.8836433
16508374,"0xfbe5d6",3.6,126754,16.8877161,67.0989348
7637789,"0x748b1d",10.3,1056621,20.2978468,67.0413783
6119167,"0x5d5eff",2.3,54102,19.9831469,67.0633814
2301876,"0x231fb4",3.9,155890,16.6204619,67.1149328
494716,"0x78c7c",8,642507,20.4203625,67.0301766
934420,"0xe4214",8,639506,21.1942704,68.8065926
7957514,"0x796c0a",4.9,236350,20.4607634,68.8326633
11124912,"0xa9c0b0",3.5,119870,20.793152,68.8414251
8145374,"0x7c49de",12.2,1480995,21.086636,68.8451808
12280468,"0xbb6294",10.1,1015231,21.2474005,68.7855526
5763800,"0x57f2d8",3.6,128036,20.4161361,69.0374188
15245583,"0xe8a10f",2.5,60097,20.9309181,68.8937277
2106250,"0x20238a",8.8,766547,20.6136062,68.8561845
10528138,"0xa0a58a",10.2,1038991,20.3713788,68.924657
2617360,"0x27f010",2.2,48387,18.4208129,67.8401481
12678923,"0xc1770b",7.5,562525,22.3771419,67.7323134
8818652,"0x868fdc",9,812722,18.2180048,67.8453266
13677909,"0xd0b555",8.8,774148,17.0586174,67.8530828
8877881,"0x877739",8.7,749583,16.8998485,67.954905
16539922,"0xfc6112",12.6,1596829,18.9242593,65.5097395
11882596,"0xb55064",5,248577,19.6121669,65.4354135
1346375,"0x148b47",7.6,570255,14.9326036,64.485901
13466857,"0xcd7ce9",12.6,1584798,14.544274,64.4527751
10340811,"0x9dc9cb",9.1,835749,15.2833896,64.5281753
15272433,"0xe909f1",13.2,1750081,16.5773894,64.2861227
353167,"0x5638f",5.5,302465,21.0813168,67.3637931
15176216,"0xe79218",7.2,517356,21.2483003,67.4092997
10536119,"0xa0c4b7",12.5,1552617,18.4865829,65.9806964
12770531,"0xc2dce3",3.6,132678,23.3234247,66.5777965
3107369,"0x2f6a29",6.8,459666,18.352853,67.9947793
2706250,"0x294b4a",3.4,118103,20.4585955,65.3902195
9908229,"0x973005",6.5,419422,18.8327921,65.4290974
12122277,"0xb8f8a5",8,642193,18.0239854,66.7248707
13342785,"0xcb9841",11.4,1289524,15.9900761,66.7349667
14602664,"0xded1a8",7.5,568371,16.8069006,66.9525288
2147968,"0x20c680",10.5,1102518,18.6210728,67.0411392
9154189,"0x8bae8d",1.9,34372,21.5971366,66.9615991
